wine_no,taster_name,taster_twitter
53374,Roger Voss,@vossroger
53375,Susan Kostrzewa,@suskostrzewa
53376,Susan Kostrzewa,@suskostrzewa
53377,Michael Schachner,@wineschach
53378,,
53379,Paul Gregutt,@paulgwine 
53380,,
53381,Joe Czerwinski,@JoeCz
53382,Michael Schachner,@wineschach
53383,,
53384,Joe Czerwinski,@JoeCz
53385,Lauren Buzzeo,@laurbuzz
53386,,
53387,,
53388,Joe Czerwinski,@JoeCz
53389,Roger Voss,@vossroger
53390,,
53391,,
53392,,
53393,Roger Voss,@vossroger
53394,,
53395,,
53396,Roger Voss,@vossroger
53397,Lauren Buzzeo,@laurbuzz
53398,Roger Voss,@vossroger
53399,Roger Voss,@vossroger
53400,Roger Voss,@vossroger
53401,Joe Czerwinski,@JoeCz
53402,Michael Schachner,@wineschach
53403,Roger Voss,@vossroger
53404,Virginie Boone,@vboone
53405,Joe Czerwinski,@JoeCz
53406,Roger Voss,@vossroger
53407,,
53408,Virginie Boone,@vboone
53409,,
53410,,
53411,,
53412,,
53413,,
53414,Joe Czerwinski,@JoeCz
53415,Michael Schachner,@wineschach
53416,Roger Voss,@vossroger
53417,,
53418,,
53419,Sean P. Sullivan,@wawinereport
53420,Roger Voss,@vossroger
53421,Roger Voss,@vossroger
53422,Paul Gregutt,@paulgwine 
53423,Michael Schachner,@wineschach
53424,Michael Schachner,@wineschach
53425,Paul Gregutt,@paulgwine 
53426,Paul Gregutt,@paulgwine 
53427,Roger Voss,@vossroger
53428,Anne Krebiehl MW,@AnneInVino
53429,,
53430,Lauren Buzzeo,@laurbuzz
53431,Roger Voss,@vossroger
53432,Paul Gregutt,@paulgwine 
53433,Paul Gregutt,@paulgwine 
53434,Paul Gregutt,@paulgwine 
53435,Roger Voss,@vossroger
53436,Kerin O’Keefe,@kerinokeefe
53437,Virginie Boone,@vboone
53438,Anne Krebiehl MW,@AnneInVino
53439,,
53440,Paul Gregutt,@paulgwine 
53441,Sean P. Sullivan,@wawinereport
53442,,
53443,Michael Schachner,@wineschach
53444,,
53445,Anne Krebiehl MW,@AnneInVino
53446,Paul Gregutt,@paulgwine 
53447,,
53448,,
53590,Roger Voss,@vossroger
53449,Paul Gregutt,@paulgwine 
53450,Roger Voss,@vossroger
53451,Roger Voss,@vossroger
53452,Susan Kostrzewa,@suskostrzewa
53453,Lauren Buzzeo,@laurbuzz
53454,,
53455,,
53456,Roger Voss,@vossroger
53457,Roger Voss,@vossroger
53458,Paul Gregutt,@paulgwine 
53459,Joe Czerwinski,@JoeCz
53460,Roger Voss,@vossroger
53461,Kerin O’Keefe,@kerinokeefe
53462,Kerin O’Keefe,@kerinokeefe
53463,,
53464,Michael Schachner,@wineschach
53465,Michael Schachner,@wineschach
53466,Roger Voss,@vossroger
53467,Michael Schachner,@wineschach
53468,,
53470,Joe Czerwinski,@JoeCz
53471,Mike DeSimone,@worldwineguys
53472,Sean P. Sullivan,@wawinereport
53473,Anna Lee C. Iijima,
53474,Kerin O’Keefe,@kerinokeefe
53475,Michael Schachner,@wineschach
53476,Lauren Buzzeo,@laurbuzz
53477,Michael Schachner,@wineschach
53478,Roger Voss,@vossroger
53479,Michael Schachner,@wineschach
53480,Roger Voss,@vossroger
53481,Roger Voss,@vossroger
53482,Paul Gregutt,@paulgwine 
53483,,
53484,Kerin O’Keefe,@kerinokeefe
53485,Lauren Buzzeo,@laurbuzz
53486,,
53487,Roger Voss,@vossroger
53488,Kerin O’Keefe,@kerinokeefe
55163,Michael Schachner,@wineschach
53489,,
53490,,
53491,Paul Gregutt,@paulgwine 
53492,,
53493,Paul Gregutt,@paulgwine 
53494,Paul Gregutt,@paulgwine 
53495,,
53496,,
53497,Paul Gregutt,@paulgwine 
53498,,
53499,Joe Czerwinski,@JoeCz
53500,Paul Gregutt,@paulgwine 
53501,,
53502,,
53503,,
53504,Paul Gregutt,@paulgwine 
53505,,
53506,Paul Gregutt,@paulgwine 
53507,Paul Gregutt,@paulgwine 
53508,,
53509,,
53510,Paul Gregutt,@paulgwine 
53511,Paul Gregutt,@paulgwine 
53512,,
53513,,
53514,Michael Schachner,@wineschach
53515,,
53516,Joe Czerwinski,@JoeCz
53517,,
53518,Paul Gregutt,@paulgwine 
53519,Jim Gordon,@gordone_cellars
53520,Joe Czerwinski,@JoeCz
53521,Matt Kettmann,@mattkettmann
53522,Jim Gordon,@gordone_cellars
53523,Kerin O’Keefe,@kerinokeefe
53524,Kerin O’Keefe,@kerinokeefe
53525,Roger Voss,@vossroger
53526,Matt Kettmann,@mattkettmann
53527,Kerin O’Keefe,@kerinokeefe
53528,Roger Voss,@vossroger
53529,Matt Kettmann,@mattkettmann
53530,Matt Kettmann,@mattkettmann
53531,Michael Schachner,@wineschach
53532,Anna Lee C. Iijima,
53533,Anna Lee C. Iijima,
53534,Michael Schachner,@wineschach
53535,Susan Kostrzewa,@suskostrzewa
53536,Michael Schachner,@wineschach
53537,Michael Schachner,@wineschach
53538,Kerin O’Keefe,@kerinokeefe
53539,Paul Gregutt,@paulgwine 
53540,Matt Kettmann,@mattkettmann
53541,Jim Gordon,@gordone_cellars
53542,Anna Lee C. Iijima,
53543,Kerin O’Keefe,@kerinokeefe
53544,Roger Voss,@vossroger
53545,Kerin O’Keefe,@kerinokeefe
53546,Virginie Boone,@vboone
53547,Roger Voss,@vossroger
53548,Roger Voss,@vossroger
53549,Kerin O’Keefe,@kerinokeefe
53550,Paul Gregutt,@paulgwine 
53551,Kerin O’Keefe,@kerinokeefe
53552,Kerin O’Keefe,@kerinokeefe
53553,Kerin O’Keefe,@kerinokeefe
53554,Michael Schachner,@wineschach
53555,Michael Schachner,@wineschach
53556,Kerin O’Keefe,@kerinokeefe
53557,Virginie Boone,@vboone
53558,Kerin O’Keefe,@kerinokeefe
53559,Kerin O’Keefe,@kerinokeefe
53560,Michael Schachner,@wineschach
53561,,
53562,Kerin O’Keefe,@kerinokeefe
53563,Roger Voss,@vossroger
53564,Sean P. Sullivan,@wawinereport
53565,Kerin O’Keefe,@kerinokeefe
53566,Roger Voss,@vossroger
53567,Roger Voss,@vossroger
53568,Roger Voss,@vossroger
53569,Roger Voss,@vossroger
53570,Roger Voss,@vossroger
53591,Virginie Boone,@vboone
53571,Anne Krebiehl MW,@AnneInVino
53572,Anne Krebiehl MW,@AnneInVino
53573,Paul Gregutt,@paulgwine 
53574,Jim Gordon,@gordone_cellars
53575,Michael Schachner,@wineschach
53576,Anna Lee C. Iijima,
53577,Roger Voss,@vossroger
53578,Michael Schachner,@wineschach
53579,Roger Voss,@vossroger
53580,Michael Schachner,@wineschach
53581,Sean P. Sullivan,@wawinereport
53582,Michael Schachner,@wineschach
53583,Roger Voss,@vossroger
53584,Roger Voss,@vossroger
53585,Roger Voss,@vossroger
53586,Roger Voss,@vossroger
53587,Roger Voss,@vossroger
53588,,
53589,,
53592,Roger Voss,@vossroger
53593,Roger Voss,@vossroger
53594,,
53595,Roger Voss,@vossroger
53596,Paul Gregutt,@paulgwine 
53597,Kerin O’Keefe,@kerinokeefe
53598,Roger Voss,@vossroger
53599,Roger Voss,@vossroger
53600,Roger Voss,@vossroger
53601,Roger Voss,@vossroger
53602,Roger Voss,@vossroger
53603,Roger Voss,@vossroger
53604,Michael Schachner,@wineschach
53605,Kerin O’Keefe,@kerinokeefe
53606,Roger Voss,@vossroger
53607,Kerin O’Keefe,@kerinokeefe
53608,Virginie Boone,@vboone
53609,Virginie Boone,@vboone
53610,Sean P. Sullivan,@wawinereport
53611,Roger Voss,@vossroger
53630,Sean P. Sullivan,@wawinereport
53612,Roger Voss,@vossroger
53613,Roger Voss,@vossroger
53614,Anna Lee C. Iijima,
53615,Michael Schachner,@wineschach
53616,Sean P. Sullivan,@wawinereport
53617,Sean P. Sullivan,@wawinereport
53618,Jim Gordon,@gordone_cellars
53619,Sean P. Sullivan,@wawinereport
53620,Jim Gordon,@gordone_cellars
53621,Matt Kettmann,@mattkettmann
53622,Sean P. Sullivan,@wawinereport
53623,Anne Krebiehl MW,@AnneInVino
53624,Kerin O’Keefe,@kerinokeefe
53625,Kerin O’Keefe,@kerinokeefe
53626,Jim Gordon,@gordone_cellars
53627,Anna Lee C. Iijima,
53628,Jim Gordon,@gordone_cellars
53629,Anne Krebiehl MW,@AnneInVino
53631,Sean P. Sullivan,@wawinereport
53632,Kerin O’Keefe,@kerinokeefe
53633,Kerin O’Keefe,@kerinokeefe
53634,Roger Voss,@vossroger
53635,Michael Schachner,@wineschach
53636,Sean P. Sullivan,@wawinereport
53637,Roger Voss,@vossroger
53638,Roger Voss,@vossroger
53639,Roger Voss,@vossroger
53640,Kerin O’Keefe,@kerinokeefe
53641,Roger Voss,@vossroger
53642,Roger Voss,@vossroger
53643,Sean P. Sullivan,@wawinereport
53644,Anne Krebiehl MW,@AnneInVino
53645,Lauren Buzzeo,@laurbuzz
53646,Anne Krebiehl MW,@AnneInVino
53647,,
53648,Roger Voss,@vossroger
53649,,
53650,,
53651,Paul Gregutt,@paulgwine 
53652,Roger Voss,@vossroger
53653,,
53654,Anne Krebiehl MW,@AnneInVino
53655,Michael Schachner,@wineschach
53656,Michael Schachner,@wineschach
53657,,
53658,Roger Voss,@vossroger
53659,Roger Voss,@vossroger
53660,Roger Voss,@vossroger
53661,Roger Voss,@vossroger
53662,Roger Voss,@vossroger
53663,Roger Voss,@vossroger
53715,Jim Gordon,@gordone_cellars
53664,Joe Czerwinski,@JoeCz
53665,Roger Voss,@vossroger
53666,Joe Czerwinski,@JoeCz
53667,,
53668,,
53669,Roger Voss,@vossroger
53670,,
53671,,
53672,Roger Voss,@vossroger
53673,Roger Voss,@vossroger
53674,,
53675,Paul Gregutt,@paulgwine 
53676,Roger Voss,@vossroger
53677,Roger Voss,@vossroger
53678,Joe Czerwinski,@JoeCz
53679,Paul Gregutt,@paulgwine 
53680,,
53681,Roger Voss,@vossroger
53716,Michael Schachner,@wineschach
53682,Paul Gregutt,@paulgwine 
53683,Paul Gregutt,@paulgwine 
53684,,
53685,Michael Schachner,@wineschach
53686,,
53687,Roger Voss,@vossroger
53688,,
53689,Michael Schachner,@wineschach
53690,Jim Gordon,@gordone_cellars
53691,Jim Gordon,@gordone_cellars
53692,Jim Gordon,@gordone_cellars
53693,Kerin O’Keefe,@kerinokeefe
53694,Anna Lee C. Iijima,
53695,Michael Schachner,@wineschach
53696,Matt Kettmann,@mattkettmann
53697,Michael Schachner,@wineschach
53717,Matt Kettmann,@mattkettmann
53698,Roger Voss,@vossroger
53699,Jim Gordon,@gordone_cellars
53700,Matt Kettmann,@mattkettmann
53701,Jim Gordon,@gordone_cellars
53702,Anna Lee C. Iijima,
53703,Virginie Boone,@vboone
53704,Sean P. Sullivan,@wawinereport
53705,Jim Gordon,@gordone_cellars
53706,Roger Voss,@vossroger
53707,Sean P. Sullivan,@wawinereport
53708,Matt Kettmann,@mattkettmann
53709,Jim Gordon,@gordone_cellars
53710,Jim Gordon,@gordone_cellars
53711,Sean P. Sullivan,@wawinereport
53712,Matt Kettmann,@mattkettmann
53713,Kerin O’Keefe,@kerinokeefe
53714,Matt Kettmann,@mattkettmann
53718,Jim Gordon,@gordone_cellars
53719,,
53720,,
53721,,
53722,,
53723,,
53724,,
53725,,
53726,,
53727,,
53728,,
53729,,
53730,,
53731,,
53732,,
53733,,
53734,,
53735,,
53736,,
53737,,
53738,,
53739,,
53740,Michael Schachner,@wineschach
53741,Matt Kettmann,@mattkettmann
53742,Roger Voss,@vossroger
53743,Sean P. Sullivan,@wawinereport
53744,Matt Kettmann,@mattkettmann
53745,Kerin O’Keefe,@kerinokeefe
53746,Matt Kettmann,@mattkettmann
53747,Virginie Boone,@vboone
53748,Joe Czerwinski,@JoeCz
53749,Kerin O’Keefe,@kerinokeefe
53750,Virginie Boone,@vboone
53751,Michael Schachner,@wineschach
53752,Michael Schachner,@wineschach
53753,Anna Lee C. Iijima,
53754,Virginie Boone,@vboone
53755,Kerin O’Keefe,@kerinokeefe
53756,Michael Schachner,@wineschach
53757,Kerin O’Keefe,@kerinokeefe
53758,Virginie Boone,@vboone
53759,Kerin O’Keefe,@kerinokeefe
53760,Roger Voss,@vossroger
53761,Virginie Boone,@vboone
53762,Paul Gregutt,@paulgwine 
53763,Kerin O’Keefe,@kerinokeefe
53764,Roger Voss,@vossroger
53765,Anna Lee C. Iijima,
53766,Virginie Boone,@vboone
53767,Roger Voss,@vossroger
53768,Sean P. Sullivan,@wawinereport
53769,Roger Voss,@vossroger
53770,Matt Kettmann,@mattkettmann
53771,Virginie Boone,@vboone
53772,Virginie Boone,@vboone
53773,Matt Kettmann,@mattkettmann
53774,Anna Lee C. Iijima,
53775,Roger Voss,@vossroger
53776,Kerin O’Keefe,@kerinokeefe
53777,Kerin O’Keefe,@kerinokeefe
53778,Matt Kettmann,@mattkettmann
53779,Matt Kettmann,@mattkettmann
53780,Anna Lee C. Iijima,
53781,Anna Lee C. Iijima,
53818,Sean P. Sullivan,@wawinereport
53782,Michael Schachner,@wineschach
53783,Virginie Boone,@vboone
53784,Virginie Boone,@vboone
53785,Roger Voss,@vossroger
53786,Roger Voss,@vossroger
53787,Anna Lee C. Iijima,
53788,Virginie Boone,@vboone
53789,Paul Gregutt,@paulgwine 
53790,Roger Voss,@vossroger
53791,Matt Kettmann,@mattkettmann
53792,Paul Gregutt,@paulgwine 
53793,Kerin O’Keefe,@kerinokeefe
53794,Kerin O’Keefe,@kerinokeefe
53795,Kerin O’Keefe,@kerinokeefe
53796,Virginie Boone,@vboone
53797,Paul Gregutt,@paulgwine 
53819,Sean P. Sullivan,@wawinereport
53798,Paul Gregutt,@paulgwine 
53799,Sean P. Sullivan,@wawinereport
53800,Sean P. Sullivan,@wawinereport
53801,Michael Schachner,@wineschach
53802,Matt Kettmann,@mattkettmann
53803,Virginie Boone,@vboone
53804,Virginie Boone,@vboone
53805,Joe Czerwinski,@JoeCz
53806,Kerin O’Keefe,@kerinokeefe
53807,Kerin O’Keefe,@kerinokeefe
53808,Sean P. Sullivan,@wawinereport
53809,Michael Schachner,@wineschach
53810,Sean P. Sullivan,@wawinereport
53811,Michael Schachner,@wineschach
53812,Virginie Boone,@vboone
53813,Kerin O’Keefe,@kerinokeefe
53814,Virginie Boone,@vboone
53815,Anna Lee C. Iijima,
53816,Jim Gordon,@gordone_cellars
53817,Sean P. Sullivan,@wawinereport
53820,Roger Voss,@vossroger
53821,Roger Voss,@vossroger
53822,Roger Voss,@vossroger
53823,Roger Voss,@vossroger
53824,Roger Voss,@vossroger
53825,Roger Voss,@vossroger
53826,Roger Voss,@vossroger
53827,Roger Voss,@vossroger
53828,Joe Czerwinski,@JoeCz
53829,Michael Schachner,@wineschach
53830,Paul Gregutt,@paulgwine 
53831,Michael Schachner,@wineschach
53832,Roger Voss,@vossroger
53833,Roger Voss,@vossroger
53834,Joe Czerwinski,@JoeCz
53835,Jim Gordon,@gordone_cellars
53836,Kerin O’Keefe,@kerinokeefe
53837,Michael Schachner,@wineschach
53838,Michael Schachner,@wineschach
53839,Jim Gordon,@gordone_cellars
53840,Michael Schachner,@wineschach
53841,Michael Schachner,@wineschach
53842,Kerin O’Keefe,@kerinokeefe
53843,Roger Voss,@vossroger
53844,Roger Voss,@vossroger
53845,Roger Voss,@vossroger
53846,Roger Voss,@vossroger
53847,Roger Voss,@vossroger
53848,Michael Schachner,@wineschach
53849,Michael Schachner,@wineschach
53850,Paul Gregutt,@paulgwine 
53851,Michael Schachner,@wineschach
53852,Michael Schachner,@wineschach
53853,Matt Kettmann,@mattkettmann
53854,Jim Gordon,@gordone_cellars
53855,Michael Schachner,@wineschach
53856,Jim Gordon,@gordone_cellars
53857,Jim Gordon,@gordone_cellars
53858,Roger Voss,@vossroger
53859,Virginie Boone,@vboone
53860,Jim Gordon,@gordone_cellars
53861,Anna Lee C. Iijima,
53862,Mike DeSimone,@worldwineguys
53863,Jim Gordon,@gordone_cellars
53864,Sean P. Sullivan,@wawinereport
53865,Kerin O’Keefe,@kerinokeefe
53866,Matt Kettmann,@mattkettmann
53867,Virginie Boone,@vboone
53868,Roger Voss,@vossroger
53869,Roger Voss,@vossroger
53870,Kerin O’Keefe,@kerinokeefe
53871,Matt Kettmann,@mattkettmann
53872,Roger Voss,@vossroger
53873,Kerin O’Keefe,@kerinokeefe
53874,Roger Voss,@vossroger
53875,Roger Voss,@vossroger
53876,Roger Voss,@vossroger
53877,Matt Kettmann,@mattkettmann
53878,Roger Voss,@vossroger
53879,Sean P. Sullivan,@wawinereport
53880,Sean P. Sullivan,@wawinereport
53881,Roger Voss,@vossroger
53882,Matt Kettmann,@mattkettmann
53883,Jeff Jenssen,@worldwineguys
53884,Virginie Boone,@vboone
53885,Matt Kettmann,@mattkettmann
53886,Matt Kettmann,@mattkettmann
53887,Roger Voss,@vossroger
53888,Matt Kettmann,@mattkettmann
53889,Roger Voss,@vossroger
53890,Lauren Buzzeo,@laurbuzz
53891,Anna Lee C. Iijima,
53892,Lauren Buzzeo,@laurbuzz
53893,Michael Schachner,@wineschach
53894,Lauren Buzzeo,@laurbuzz
53895,Joe Czerwinski,@JoeCz
53896,Virginie Boone,@vboone
53897,Roger Voss,@vossroger
53898,Virginie Boone,@vboone
53899,Roger Voss,@vossroger
53900,Mike DeSimone,@worldwineguys
53901,Roger Voss,@vossroger
53902,Roger Voss,@vossroger
53903,Roger Voss,@vossroger
53904,Sean P. Sullivan,@wawinereport
53905,Michael Schachner,@wineschach
53906,Kerin O’Keefe,@kerinokeefe
53907,Roger Voss,@vossroger
53908,Roger Voss,@vossroger
53909,Kerin O’Keefe,@kerinokeefe
53910,Roger Voss,@vossroger
53911,Michael Schachner,@wineschach
53912,Roger Voss,@vossroger
53913,Roger Voss,@vossroger
53914,Roger Voss,@vossroger
53915,Jim Gordon,@gordone_cellars
53916,Anna Lee C. Iijima,
53917,Lauren Buzzeo,@laurbuzz
53918,Jim Gordon,@gordone_cellars
53919,Kerin O’Keefe,@kerinokeefe
53920,Paul Gregutt,@paulgwine 
53921,Roger Voss,@vossroger
53922,Paul Gregutt,@paulgwine 
53923,Roger Voss,@vossroger
53924,Michael Schachner,@wineschach
53925,,
53926,Paul Gregutt,@paulgwine 
53927,Virginie Boone,@vboone
53928,,
53929,,
53930,,
53931,,
53932,Michael Schachner,@wineschach
53933,Michael Schachner,@wineschach
53934,Michael Schachner,@wineschach
53935,,
53936,Virginie Boone,@vboone
53937,Michael Schachner,@wineschach
53938,Paul Gregutt,@paulgwine 
53939,,
53940,,
53941,Kerin O’Keefe,@kerinokeefe
53942,Paul Gregutt,@paulgwine 
53943,Paul Gregutt,@paulgwine 
53944,Michael Schachner,@wineschach
53945,Kerin O’Keefe,@kerinokeefe
53946,Joe Czerwinski,@JoeCz
53947,Michael Schachner,@wineschach
53948,Sean P. Sullivan,@wawinereport
53949,Sean P. Sullivan,@wawinereport
53950,Roger Voss,@vossroger
53951,Roger Voss,@vossroger
53952,Roger Voss,@vossroger
53953,Roger Voss,@vossroger
53954,Roger Voss,@vossroger
53955,Paul Gregutt,@paulgwine 
53956,Sean P. Sullivan,@wawinereport
53957,Roger Voss,@vossroger
53958,Anna Lee C. Iijima,
53959,Roger Voss,@vossroger
53960,Jim Gordon,@gordone_cellars
53961,Roger Voss,@vossroger
53962,Anna Lee C. Iijima,
53963,Michael Schachner,@wineschach
53964,Virginie Boone,@vboone
53965,Anna Lee C. Iijima,
53966,Jim Gordon,@gordone_cellars
53967,Michael Schachner,@wineschach
53968,Paul Gregutt,@paulgwine 
53969,Paul Gregutt,@paulgwine 
53970,Matt Kettmann,@mattkettmann
53971,Michael Schachner,@wineschach
53972,Virginie Boone,@vboone
53973,Sean P. Sullivan,@wawinereport
53974,Jim Gordon,@gordone_cellars
53975,Paul Gregutt,@paulgwine 
53976,Roger Voss,@vossroger
53977,Paul Gregutt,@paulgwine 
53978,Kerin O’Keefe,@kerinokeefe
53979,Michael Schachner,@wineschach
53980,Paul Gregutt,@paulgwine 
53981,Paul Gregutt,@paulgwine 
53982,Michael Schachner,@wineschach
53983,Michael Schachner,@wineschach
53984,,
53985,,
53986,,
53987,Roger Voss,@vossroger
53988,Susan Kostrzewa,@suskostrzewa
53989,Michael Schachner,@wineschach
53990,Michael Schachner,@wineschach
53991,Michael Schachner,@wineschach
53992,Paul Gregutt,@paulgwine 
53993,,
53994,,
53995,,
53996,Paul Gregutt,@paulgwine 
53997,Anna Lee C. Iijima,
53998,Roger Voss,@vossroger
53999,Roger Voss,@vossroger
54000,Anna Lee C. Iijima,
54001,Jim Gordon,@gordone_cellars
54002,Roger Voss,@vossroger
54003,Alexander Peartree,
54004,Roger Voss,@vossroger
54005,Roger Voss,@vossroger
54006,Michael Schachner,@wineschach
54007,Roger Voss,@vossroger
54008,Roger Voss,@vossroger
54009,Roger Voss,@vossroger
54010,Michael Schachner,@wineschach
54011,Kerin O’Keefe,@kerinokeefe
54012,Michael Schachner,@wineschach
54013,Alexander Peartree,
54014,Anna Lee C. Iijima,
54015,Michael Schachner,@wineschach
54016,Roger Voss,@vossroger
54017,Roger Voss,@vossroger
54018,Roger Voss,@vossroger
54019,Kerin O’Keefe,@kerinokeefe
54020,Kerin O’Keefe,@kerinokeefe
54021,Paul Gregutt,@paulgwine 
54022,Paul Gregutt,@paulgwine 
54023,Roger Voss,@vossroger
54024,Roger Voss,@vossroger
54025,Sean P. Sullivan,@wawinereport
54026,Michael Schachner,@wineschach
54027,Michael Schachner,@wineschach
54028,Virginie Boone,@vboone
54029,Sean P. Sullivan,@wawinereport
54030,Sean P. Sullivan,@wawinereport
54031,Virginie Boone,@vboone
54032,,
54033,Carrie Dykes,
54034,Kerin O’Keefe,@kerinokeefe
54035,Roger Voss,@vossroger
54036,Michael Schachner,@wineschach
54037,Jim Gordon,@gordone_cellars
54038,Jim Gordon,@gordone_cellars
54039,Jim Gordon,@gordone_cellars
54040,Roger Voss,@vossroger
54041,Kerin O’Keefe,@kerinokeefe
54042,Roger Voss,@vossroger
54043,Roger Voss,@vossroger
54044,Roger Voss,@vossroger
54045,Roger Voss,@vossroger
54046,Roger Voss,@vossroger
54047,Roger Voss,@vossroger
54048,Matt Kettmann,@mattkettmann
54049,Roger Voss,@vossroger
54050,Virginie Boone,@vboone
54051,Jim Gordon,@gordone_cellars
54052,Roger Voss,@vossroger
54053,Jeff Jenssen,@worldwineguys
54054,Jeff Jenssen,@worldwineguys
54055,Roger Voss,@vossroger
54056,Roger Voss,@vossroger
54057,Jeff Jenssen,@worldwineguys
54058,Roger Voss,@vossroger
54059,Roger Voss,@vossroger
54060,Michael Schachner,@wineschach
54061,Virginie Boone,@vboone
54062,Michael Schachner,@wineschach
54063,Roger Voss,@vossroger
54064,,
54065,Virginie Boone,@vboone
54066,Roger Voss,@vossroger
54067,Roger Voss,@vossroger
54068,,
54069,,
54070,Michael Schachner,@wineschach
54071,Paul Gregutt,@paulgwine 
54072,Roger Voss,@vossroger
54073,Roger Voss,@vossroger
54074,Roger Voss,@vossroger
54075,Michael Schachner,@wineschach
54076,Michael Schachner,@wineschach
54077,Roger Voss,@vossroger
54078,Jeff Jenssen,@worldwineguys
54079,Roger Voss,@vossroger
54080,Michael Schachner,@wineschach
54081,,
54082,Matt Kettmann,@mattkettmann
54083,,
54084,Virginie Boone,@vboone
54085,Joe Czerwinski,@JoeCz
54086,Michael Schachner,@wineschach
54087,,
54088,Paul Gregutt,@paulgwine 
54089,Susan Kostrzewa,@suskostrzewa
54090,,
54091,Susan Kostrzewa,@suskostrzewa
54092,Joe Czerwinski,@JoeCz
54093,Michael Schachner,@wineschach
54094,Michael Schachner,@wineschach
54095,,
54096,Michael Schachner,@wineschach
54097,,
54098,Michael Schachner,@wineschach
54099,,
54100,Susan Kostrzewa,@suskostrzewa
54101,,
54102,Michael Schachner,@wineschach
54103,,
54104,,
54105,,
54106,Susan Kostrzewa,@suskostrzewa
54107,,
54108,,
54109,Michael Schachner,@wineschach
54110,Susan Kostrzewa,@suskostrzewa
54111,Michael Schachner,@wineschach
54112,,
54113,Michael Schachner,@wineschach
54114,Michael Schachner,@wineschach
54115,Matt Kettmann,@mattkettmann
54116,Matt Kettmann,@mattkettmann
54117,Kerin O’Keefe,@kerinokeefe
54118,Roger Voss,@vossroger
54119,Virginie Boone,@vboone
54120,Roger Voss,@vossroger
54121,Matt Kettmann,@mattkettmann
54122,Paul Gregutt,@paulgwine 
54156,,
54123,Matt Kettmann,@mattkettmann
54124,Roger Voss,@vossroger
54125,Roger Voss,@vossroger
54126,Anne Krebiehl MW,@AnneInVino
54127,Matt Kettmann,@mattkettmann
54128,Anne Krebiehl MW,@AnneInVino
54129,Paul Gregutt,@paulgwine 
54130,Michael Schachner,@wineschach
54131,Anne Krebiehl MW,@AnneInVino
54132,Matt Kettmann,@mattkettmann
54133,Anne Krebiehl MW,@AnneInVino
54134,Virginie Boone,@vboone
54135,Matt Kettmann,@mattkettmann
54136,Roger Voss,@vossroger
54137,Virginie Boone,@vboone
54138,Kerin O’Keefe,@kerinokeefe
54139,Roger Voss,@vossroger
54140,Roger Voss,@vossroger
54141,Roger Voss,@vossroger
54142,Kerin O’Keefe,@kerinokeefe
54143,Matt Kettmann,@mattkettmann
54144,Anne Krebiehl MW,@AnneInVino
54145,Roger Voss,@vossroger
54146,Paul Gregutt,@paulgwine 
54147,,
54148,,
54149,,
54150,,
54151,,
54152,,
54153,,
54154,Paul Gregutt,@paulgwine 
54155,,
54157,,
54158,Michael Schachner,@wineschach
54159,,
54160,,
54161,Roger Voss,@vossroger
54162,,
54163,,
54164,,
54165,Paul Gregutt,@paulgwine 
54166,Paul Gregutt,@paulgwine 
54167,Michael Schachner,@wineschach
54168,Michael Schachner,@wineschach
54169,Kerin O’Keefe,@kerinokeefe
54170,Virginie Boone,@vboone
54171,Michael Schachner,@wineschach
54172,Virginie Boone,@vboone
54173,Michael Schachner,@wineschach
54174,Virginie Boone,@vboone
54175,Paul Gregutt,@paulgwine 
54176,Paul Gregutt,@paulgwine 
54177,Kerin O’Keefe,@kerinokeefe
54178,Matt Kettmann,@mattkettmann
54179,Virginie Boone,@vboone
54180,Virginie Boone,@vboone
54181,Paul Gregutt,@paulgwine 
54182,Michael Schachner,@wineschach
54183,Anne Krebiehl MW,@AnneInVino
54184,Paul Gregutt,@paulgwine 
54185,Paul Gregutt,@paulgwine 
54186,Virginie Boone,@vboone
54187,Roger Voss,@vossroger
54188,Michael Schachner,@wineschach
54189,Matt Kettmann,@mattkettmann
54190,Matt Kettmann,@mattkettmann
54191,Virginie Boone,@vboone
54192,Virginie Boone,@vboone
54193,Roger Voss,@vossroger
54194,Paul Gregutt,@paulgwine 
54195,,
54196,,
54197,Roger Voss,@vossroger
54198,Roger Voss,@vossroger
54199,Roger Voss,@vossroger
54200,,
54201,,
54202,,
54203,,
54204,,
54205,Michael Schachner,@wineschach
54206,,
54207,,
54208,Roger Voss,@vossroger
54209,Roger Voss,@vossroger
54210,,
54211,,
54212,,
54213,Roger Voss,@vossroger
54214,,
54215,,
54216,,
54217,Roger Voss,@vossroger
54218,Michael Schachner,@wineschach
54219,Roger Voss,@vossroger
54220,Roger Voss,@vossroger
54221,Virginie Boone,@vboone
54222,Mike DeSimone,@worldwineguys
54223,Alexander Peartree,
54224,Roger Voss,@vossroger
54225,Kerin O’Keefe,@kerinokeefe
54226,Roger Voss,@vossroger
54227,Roger Voss,@vossroger
54228,Roger Voss,@vossroger
54229,Paul Gregutt,@paulgwine 
54230,Paul Gregutt,@paulgwine 
54231,Paul Gregutt,@paulgwine 
54232,Joe Czerwinski,@JoeCz
54233,Roger Voss,@vossroger
54234,Roger Voss,@vossroger
54235,Michael Schachner,@wineschach
54236,Anna Lee C. Iijima,
54237,Roger Voss,@vossroger
